paper_id,title,year,journal,abstract,ai_decision,ai_confidence,ai_rationale,your_decision,your_confidence,your_rationale
382956a4e72a89ea,"Evaluating the Efficacy of ChatGPT vs. Google Gemini in Generating Patient Education Materials for GLP-1 Receptor Agonists (Semaglutide, Liraglutide, Tirzepatide): A Cross-Sectional Study.",2025,,"<h4>Introduction</h4>Diabetes management involves using various oral hypoglycemic agents, including new glucagon-like peptide-1 (GLP-1) receptor agonists like semaglutide, tirzepatide, and liraglutide. Artificial intelligence (AI) tools such as ChatGPT (OpenAI, San Francisco, United States) and Google Gemini (Google DeepMind, London, United Kingdom) provide an innovative approach to creating patient education materials, potentially enhancing the accessibility and understanding of medical informa",include,low,AI screening disabled - included for manual review,,,
7b309a9dfb1ab2e9,Comparative Performance of Current Patient-Accessible Artificial Intelligence Large Language Models in the Preoperative Education of Patients in Facial Aesthetic Surgery.,2024,,"<h4>Background</h4>Artificial intelligence large language models (LLMs) represent promising resources for patient guidance and education in aesthetic surgery.<h4>Objectives</h4>The present study directly compares the performance of OpenAI's ChatGPT (San Francisco, CA) with Google's Bard (Mountain View, CA) in this patient-related clinical application.<h4>Methods</h4>Standardized questions were generated and posed to ChatGPT and Bard from the perspective of simulated patients interested in faceli",include,high,"All 4 categories present (LLM:4, Sim:1, NTS:2, Med:4)",,,
46606e8f5e58a5a1,Applications of Generative AI and Human-AI Collaboration,2025,Advances in Computational Intelligence and Robotics,"This technology ranging from text and images to music and complex simulations., unique instances that are indistinguishable from those created by humans. This capacity has vast implications, literature, scientific research. The effectiveness of human-AI collaboration depends on the ability to balance the strengths and weaknesses of each participant. Therefore, successful collaboration involves leveraging AI to handle data-heavy tasks and provide creative inputs, while humans guide the process wi",include,low,AI screening disabled - included for manual review,,,
a6fe0f2f03d815d3,Providing Load Flexibility by Reshaping Power Profiles of Gpu Clusters Running Large Language Model Workloads,2025,,,exclude,high,LLM only - no medical or simulation context,,,
06508b2a2863e65b,The development of new remote technologies in disaster medicine education: A scoping review,2023,Frontiers in Public Health,"<h4>Background</h4>Remote teaching and online learning have significantly changed the responsiveness and accessibility after the COVID-19 pandemic. Disaster medicine (DM) has recently gained prominence as a critical issue due to the high frequency of worldwide disasters, especially in 2021. The new artificial intelligence (AI)-enhanced technologies and concepts have recently progressed in DM education.<h4>Objectives</h4>The aim of this article is to familiarize the reader with the remote technol",include,low,AI screening disabled - included for manual review,,,
b126df28175f7159,"Evaluating the impact of smart technology on academic eagerness, academic seriousness, and academic performance in elementary english language learners as a foreign language",2024,PLoS ONE,"The proliferation of smart devices in educational settings has prompted a need to investigate their influence on learners' attitudes and language learning outcomes. Recent advancements in smart technology (ST) have ignited curiosity regarding their impact on academic eagerness (AE), (AS), and academic performance (AP) among elementary English language learners. Despite this, there remains a dearth of comprehensive discussion in this area. This study encompasses all primary language students from",exclude,high,No LLM/AI keywords found,,,
8e432fc5bb19567a,Investigating the Role of Artificial Intelligence in Pediatric Emergencies: A Narrative Review,2025,Journal of Pediatrics Review,"Background: Artificial intelligence (AI) and machine learning (ML) are transforming healthcare by enhancing diagnostic accuracy, predictive capabilities, and clinical decision-making. In pediatric emergencies, where rapid diagnosis and treatment are critical, AI offers unique advantages, including addressing challenges like complex comorbidities and limited access to specialized care. Objectives: This narrative review examines the current applications, benefits, and limitations of artificial int",exclude,medium,LLM+Medical but no simulation or education context,,,
29ba73001b5909e0,Enhancing Human–Agent Interaction via Artificial Agents That Speculate About the Future,2025,Future Internet,"Human communication in daily life entails not only talking about what we are currently doing or will do, but also speculating about future possibilities that may (or may not) occur, i.e., “anticipatory speech”. Such conversations are central to social cooperation and social cohesion in humans. This suggests that such capabilities may also be critical for developing improved speech systems for artificial agents, e.g., human–agent interaction (HAI) and human–robot interaction (HRI). However, to do",exclude,high,No LLM/AI keywords found,,,
84eecd6cc56da121,BrainLM: A foundation model for brain activity recordings,2023,,"A bstract We introduce the Brain Language Model (BrainLM), a foundation model for brain activity dynamics trained on 6,700 hours of fMRI recordings. Utilizing self-supervised masked-prediction training, BrainLM demonstrates proficiency in both fine-tuning and zero-shot inference tasks. Fine-tuning allows for the accurate prediction of clinical variables like age, anxiety, and PTSD as well as forecasting of future brain states. Critically, the model generalizes well to entirely new external cohor",include,low,AI screening disabled - included for manual review,,,
b5776edce32d03f9,An Ontological Approach for Early Detection of Suspected COVID-19 among COPD Patients,2021,Applied System Innovation,"Recent studies on chronic obstructive pulmonary disease (COPD) patients in the context of the coronavirus 19 (COVID-19) pandemic have reported two important problems, i.e., high mortality and vulnerability among COPD patients vs. non-COPD patients. The high number of deaths are caused by exacerbations, COVID-19, and other comorbidities. Therefore, the purpose of this article is to reduce the risk factors of COPD in the COVID-19 context. In this article, we propose approaches based on adaptation ",exclude,high,No LLM/AI keywords found,,,
72b7e3bdc5e5b01c,Translation and psychometric validation of the Medical Artificial Intelligence Readiness Scale (MAIRS-MS) for Chinese medical students.,2025,,"<h4>Background</h4>With the rapid integration of artificial intelligence (AI) into medical education, assessing medical students' readiness has become critical. This readiness encompasses not only familiarity with AI tools but also the ability to apply, evaluate, and ethically reflect on them. Despite international advances, China currently lacks a validated instrument to systematically evaluate medical students' readiness for medical AI. Therefore, this study aimed to translate, culturally adap",include,low,AI screening disabled - included for manual review,,,
5879953473eaf7ec,A Comparative Analysis of Conventional and Chat-Generative Pre-trained Transformer-Assisted Teaching Methods in Undergraduate Dental Education,2024,Cureus,It has been concluded from the study that traditional teaching methods are more effective for learning than understanding ChatGPT.,exclude,high,LLM only - no medical or simulation context,,,
266cbccc3c768edf,Unlocking the potential of past research: using generative AI to reconstruct healthcare simulation models,2025,Journal of the Operational Research Society,,include,medium,LLM+Simulation+Medical but no NTS keywords (Tier 2),,,
49b5cec2ff583a3b,Optimal dosage and effectiveness of imagery practice on athletes' mental health: a Bayesian multilevel meta-analysis.,2025,,"<h4>Introduction</h4>While imagery practice is effective for performance enhancement, its impact on mental health is inconclusive due to mixed findings and heterogeneous athlete populations. This study aims to evaluate the effectiveness and optimal dosage of imagery practice on athletes' mental health outcomes.<h4>Methods</h4>A total of 24 randomized controlled trials (RCTs), encompassing 1,294 athletes, were synthesized using a Bayesian multilevel meta-analysis in accordance with the PRISMA 202",exclude,high,No LLM/AI keywords found,,,
6a9bccecef748b25,Fairness of ChatGPT,2023,arXiv (Cornell University),"Understanding and addressing unfairness in LLMs are crucial for responsible AI deployment. However, there is a limited number of quantitative analyses and in-depth studies regarding fairness evaluations in LLMs, especially when applying LLMs to high-stakes fields. This work aims to fill this gap by providing a systematic evaluation of the effectiveness and fairness of LLMs using ChatGPT as a study case. We focus on assessing ChatGPT's performance in high-takes fields including education, crimino",include,low,AI screening disabled - included for manual review,,,
757fa8302d8fd0a6,Harnessing Data Analytics for Smart Academic Management,2025,EDUCATUM Journal of Social Sciences,"In today's rapidly evolving educational landscape, higher education institutions (HEIs) must adopt data-driven strategies to improve efficiency, decision-making, and student success. Collecting diverse data types is essential for developing a holistic understanding of students and institutional operations. Student-related data, such as academic performance, attendance records, demographic details, and socio-economic factors, provide valuable insights into learning progress and support needs. Mea",exclude,high,No LLM/AI keywords found,,,
1a4a02ab66a3a681,Molecular Basis for Catalysis and Regulation of the Strigolactone Catabolic Enzyme CXE15.,2025,,"Strigolactones (SLs) are pivotal plant hormones involved in developmental, physiological, and adaptive processes. SLs also facilitate symbiosis with arbuscular mycorrhizal fungi and trigger germination of root parasitic Striga plants. The carboxylesterase CXE15, recently identified as the SL catabolic enzyme in Arabidopsis thaliana, plays a crucial role in regulating SL levels. Our study elucidates the structural and regulatory mechanisms of CXE15. We present four crystal structures capturing th",exclude,high,No LLM/AI keywords found,,,
cd536cca74babac8,Resource state adaptive collaboration mechanism based on resource modeling and multi-agent system,2025,Complex & Intelligent Systems,"Abstract The management of complex, dynamic, and cross-domain resources in cyber-physical-human systems (CPHS) faces significant challenges under spatiotemporal dynamics, particularly resource state conflicts caused by rapid environmental changes and interdependent resource interactions. To address these challenges, this study proposes an integrated framework combining resource modeling and resource state adaptive collaboration mechanism. First, a resource modeling framework for state coordinati",include,high,"All 4 categories present (LLM:2, Sim:2, NTS:2, Med:2)",,,
e79309aef21ce32b,Mathematical multi-compartment modeling of chronic lymphocytic leukemia cell kinetics under ibrutinib.,2024,,"The Bruton tyrosine kinase inhibitor ibrutinib is an effective treatment for patients with chronic lymphocytic leukemia (CLL). While it rapidly reduces lymph node and spleen size, it initially increases the number of lymphocytes in the blood due to cell redistribution. A previously published mathematical model described and quantified those cell kinetics. Here, we propose an alternative mechanistic model that outperforms the previous model in 26 of 29 patients. Our model introduces constant subc",exclude,high,No LLM/AI keywords found,,,
b4481096a0c4c446,Strategic Complexity and Behavioral Distortion: Retail Investing Under Large Language Model Augmentation,2025,International Journal of Financial Studies,This conceptual article introduces Perceived Cognitive Assistance (PCA)—a novel psychological construct capturing how interactive support from Large Language Models (LLMs) alters investors’ perception of their cognitive capacity to execute complex trading strategies. PCA formalizes a behavioral shift: LLM-empowered retail investors may transition from intuitive heuristics to institutional-grade strategies—sometimes without adequate comprehension. This empowerment–distortion duality forms the the,include,low,AI screening disabled - included for manual review,,,
420701cbbc9ee7b5,Co-constructed Pretensive Realities in Organizations: Roleplaying and Other Action Methods in Human Resource Development,2025,,"This dissertation investigates the role of roleplaying and other pretensive action methods, including gaming simulations, applied roleplaying games, and psychodrama in organizational contexts, with a particular focus on their application in human resource development (HRD) and learning and development (L&amp;D). Although roleplaying once held a central position in management and organizational research, its academic presence has diminished despite its continued practical relevance. Drawing on an",include,low,AI screening disabled - included for manual review,,,
7d6e78c77de98e80,ETHICAL IMPLICATIONS OF AI IN FINANCIAL DECISION – MAKING: A REVIEW WITH REAL WORLD APPLICATIONS,2024,International Journal of Applied Research in Social Sciences,"This study delves into the ethical implications of Artificial Intelligence (AI) in financial decision-making, exploring the transformative impact of AI technologies on the financial services sector. Through a comprehensive literature review, the research highlights the dual nature of AI's integration into finance, showcasing both its potential to enhance operational efficiency and decision accuracy and the ethical challenges it introduces. These challenges include concerns over data privacy, alg",exclude,high,LLM only - no medical or simulation context,,,
4f10e66c17ff8c5b,A large language model artificial intelligence for patient queries in atopic dermatitis,2024,Journal of the European Academy of Dermatology and Venereology,"Dear Editor, Atopic dermatitis (AD) is the most common chronic inflammatory skin condition with a staggering global burden of disease. Despite advances in treatment, patients with AD suffer from lower quality of life and poor treatment satisfaction, with over half of self-identified moderate-to-severe AD patients reporting inadequate disease control.1 Management of AD requires participation by the patient and physician and is increasingly complex and multifaceted. Quality therapeutic patient edu",include,low,AI screening disabled - included for manual review,,,
1b2728123d9bda45,CHATGPT COMO FERRAMENTA EDUCACIONAL: VANTAGENS E DESVANTAGENS PARA A FORMAÇÃO DE FUTUROS PROFISSIONAIS DE ADMINISTRAÇÃO,2025,Revista Científica SOL21 -  Standard Open Literature,"O presente estudo analisa os impactos da difusão do acesso às plataformas de modelos de linguagem na educação, com ênfase no Ensino Superior, a partir da Inteligência Artificial (IA) generativa no campo das humanidades digitais. A pesquisa aborda questões metodológicas e substantivas relacionadas ao plágio, ao desenvolvimento crítico e à criatividade na produção textual contemporânea. Trata-se de uma pesquisa qualitativa e exploratória, criada de revisão bibliográfica, que visa compreender como ",exclude,high,LLM only - no medical or simulation context,,,
eb67a0011945eeb6,"Phytochemical profiling and <i>in silico</i> evaluation of <i>Artemisia absinthium</i> compounds targeting Leishmania N-myristoyltransferase: molecular docking, drug-likeness, and toxicity analyses.",2024,,"<h4>Background</h4><i>Artemisia absinthium</i> has long been recognized for its therapeutic properties against various diseases. Among these is leishmaniasis, a parasitic infection that remains a global health challenge. Targeting Leishmania N-myristoyltransferase (NMT), a crucial enzyme for parasite survival, represents a promising therapeutic approach. The bioactive compounds in <i>A. absinthium</i> could potentially inhibit NMT and serve as new treatment options for leishmaniasis.<h4>Aim</h4>",exclude,high,No LLM/AI keywords found,,,
2eee608a50437949,ChatGPT-Aided Education Teaching,2024,2024 6th International Conference on Computer Science and Technologies in Education (CSTE),,exclude,high,LLM only - no medical or simulation context,,,
804547b1a0035bf7,Security Breaches and Overview of Digital Forensics,2024,Generative AI and Digital Forensics,,exclude,high,No LLM/AI keywords found,,,
891cd71d0236fa4b,AutoAct: Automatic Agent Learning from Scratch for QA via Self-Planning,2024,,"Shuofei Qiao, Ningyu Zhang, Runnan Fang, Yujie Luo, Wangchunshu Zhou, Yuchen Jiang, Chengfei Lv, Huajun Chen. Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers). 2024.",exclude,high,No LLM/AI keywords found,,,
c716abdf7c0ae3b8,Calibration of AI large language models with human subject matter experts for grading of clinical short-answer responses in dental education.,2026,,,include,low,AI screening disabled - included for manual review,,,
3e5b4df13ddb6ce9,ChatGPT-Based Learning: Generative Artificial Intelligence in Medical Education,2023,Medical Science Educator,"Large language models like ChatGPT are a type of machine learning model that can offer a positive paradigm shift in case-based/problem-based learning (CBL/PBL). ChatGPT may be able to augment the existing paradigm to work in conjunction with the clinical-teacher in PBL/CBL case generation. It can develop realistic patient cases that could be revised by clinical teachers to ensure accuracy and relevance. Further, it can be directed to include specific case content in order to facilitate the const",include,low,AI screening disabled - included for manual review,,,
a11b196a0a2e2ad2,Immersive virtual reality based on head-mounted display in medical education: a systematic review.,2025,,"<h4>Introduction</h4>Immersive virtual reality (IVR) based on head-mounted displays (HMD), can construct virtual learning environments for medical education. This study aims to explore the application and effectiveness of IVR in medical education.<h4>Methods</h4>This review followed the PRISMA guidelines and searched the databases of Web of Science, Springer Link, PubMed, IEEE Xplore, and Science Direct for controlled experimental studies published between January 1 2017 and October 1, 2025 on t",exclude,high,No LLM/AI keywords found,,,
90ddb66fbef9cd19,Ethical Challenges of Artificial Intelligence in Medicine and the Triple Semantic Dimensions of Algorithmic Opacity with Its Repercussions to Patient Consent and Medical Liability,2024,"Law, Governance and Technology Series","Abstract Artificial intelligence algorithms have the potential to diagnose some types of skin cancer or to identify specific heart-rhythm abnormalities as well as (or even better) than board-certified dermatologists and cardiologists. However, one of the biggest fears in the healthcare sector in the Era of AI in Medicine is the so-called black box medicine , given the obscurity in the way information is processed by algorithms. More broadly, it is observed that there are three different semantic",include,high,"All 4 categories present (LLM:1, Sim:1, NTS:2, Med:6)",,,
e046631b5461d77f,A Prospective Study to Compare Caregivers' Knowledge and Perception of Cancer Pain with Patients' Pain Assessment and to Evaluate their Quality of Life.,2024,,"<h4>Objectives</h4>Family caregivers (FCGs) play a crucial role in the home care of terminally ill patients. Therefore, evaluating their comprehension of patients' symptoms and doctors' advice becomes crucial. Moreover, this might negatively impact their quality of life (QOL). Thus, the purpose of the study was to examine FCGs' perception and understanding of cancer pain in relation to patients' pain assessments, as well as the effect this has on their own QOL.<h4>Materials and methods</h4>The f",exclude,high,No LLM/AI keywords found,,,
18e58597f96b15fc,Risk assessment and management of generative AI systems,2025,"Generative AI for Multimedia Content Processing, Security and Privacy",,exclude,high,LLM only - no medical or simulation context,,,
6d40be7b3eeb152d,"Language learners’ surface, deep, and organizing approaches to ChatGPT-assisted language learning: What contextual, individual, and ChatGPT-related factors contribute?",2025,Smart Learning Environments,"Abstract Researchers have significantly explored language learners' attitudes toward ChatGPT through the lens of technology acceptance models, particularly with its development and integration into computer-assisted language learning (CALL). However, further research in this area is necessary to apply a theoretical framework with a pedagogical-oriented perspective. Therefore, in this study, the researchers utilized students' approaches to the learning environment (SAL) and extended it by incorpo",exclude,high,LLM only - no medical or simulation context,,,
aed371c751349fe6,Evaluation of the Quality and Reliability of ChatGPT-4's Responses on Allergen Immunotherapy Using Validated Instruments for Health Information Quality Assessment.,2025,,"<h4>Background</h4>Chat Generative Pre-Trained Transformer 4 (ChatGPT-4) represents an advancing large language model (LLM) with potential applications in medical education and patient care. While Allergen Immunotherapy (AIT) can change the course of allergic diseases, it can also bring uncertainty to patients, who turn to readily available resources such as ChatGPT-4 to address these doubts. This study aimed to use validated tools to evaluate the information provided by ChatGPT-4 regarding AIT ",include,low,AI screening disabled - included for manual review,,,
7640e40c66e6bb31,Artificial Intelligence in Reconstructive and Aesthetic Surgery: A Critical Review of Emerging Clinical Applications and Ethical Challenges,2025,Lecture notes in networks and systems,,exclude,medium,LLM+Medical but no simulation or education context,,,
